Parameter,Value,cs1,crf,ccm,cci,cce,crd,cca,cch,cs3
executeInputBufferSize,7,1.2201653208411996,1.192122195152559,1.142140535427793,1.3959357074348764,1.1869826796870895,1.2047294518807947,1.2098144464423104,1.0187717883579916,1.215772005541866
executeInputBufferSize,1,1.046179159496536,1.1232552360140016,1.0899992729174928,1.2051551519798374,1.0266710996861421,1.1373208144971214,1.0946633589578676,0.9122709072606704,1.0428337730607105
executeInputBufferSize,5,1.2201261032713207,1.1921196210893925,1.1421109092155888,1.3959285382679973,1.186981702178512,1.2034825872719304,1.2098102452267951,1.1356417308601106,1.2158053277686445
executeInputBufferSize,4,1.2201247941884676,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.0188222046070303,1.2157394920242985
executeInputBufferSize,6,1.2201261113025124,1.1883438495491534,1.142138721798273,1.3959356843827748,1.1869813067822415,1.2044679722859024,1.209813142090688,1.1356100732740348,1.215707628882199
executeInputBufferSize,8,1.2201676339775036,1.1883967974649696,1.1420798596930426,1.3959357304869788,1.1869830256596123,1.2037808740888423,1.209780640376507,1.0157060652883363,1.21577388046197
executeInputBufferSize,2,1.220160196632982,1.1921192078027993,1.142134744787989,1.383418079010981,1.186963492256908,1.2034006963617565,1.2098083038807461,1.0142378721166825,1.2156414952533905
branchPred.indirectBranchPred.indirectPathLength,2,1.21969974783737,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.0188222046070303,1.2150245711418257
branchPred.indirectBranchPred.indirectPathLength,3,1.2201247941884676,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.135641661189189,1.2157394920242985
branchPred.indirectBranchPred.indirectPathLength,4,1.2196353539834852,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.135641661189189,1.215514310479557
branchPred.indirectBranchPred.indirectPathLength,5,1.219699651530418,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.0188222046070303,1.215771997630823
executeFuncUnits.funcUnits[3].opLat,5,1.2201247941884676,1.1920716907396234,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.0188222046070303,1.2157394920242985
executeFuncUnits.funcUnits[3].opLat,8,1.2201247941884676,1.192068766529068,1.142139045660265,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.209813157257551,1.135641661189189,1.2157394920242985
executeFuncUnits.funcUnits[3].opLat,3,1.2201247941884676,1.1920716907396234,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.0188222046070303,1.2157394920242985
executeFuncUnits.funcUnits[3].opLat,2,1.2201247941884676,1.1920716907396234,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.135641661189189,1.2157394920242985
executeFuncUnits.funcUnits[3].opLat,4,1.2201247941884676,1.1920716907396234,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.135641661189189,1.2157394920242985
executeFuncUnits.funcUnits[3].opLat,6,1.2201247941884676,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.0188222046070303,1.2157394920242985
executeFuncUnits.funcUnits[3].opLat,7,1.2201247941884676,1.192068766529068,1.1421390586147484,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131724244146,1.135641661189189,1.2157394920242985
executeFuncUnits.funcUnits[6].opLat,3,0.9156971145386492,1.0171989781090627,0.8884827307427072,0.980113269321914,0.9190408179616114,1.030344329435037,0.9578748014419607,0.8146410574710448,0.913626801962767
executeFuncUnits.funcUnits[6].opLat,2,1.2201247941884676,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.135641661189189,1.2157394920242985
executeFuncUnits.funcUnits[6].opLat,1,1.221451757039245,1.2927247607535857,1.598334754148591,1.5884938640988735,1.5823239711558919,1.3281513470025201,1.641346730523782,1.4894480255233913,1.2194786786288787
executeFuncUnits.funcUnits[0].issueLat,1,1.2201247941884676,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.0188222046070303,1.2157394920242985
executeFuncUnits.funcUnits[0].issueLat,2,1.0982217953308544,1.0978074892093304,1.0428822805576432,1.2053240028195955,1.0957035489730946,1.0829957982511582,1.044967968289144,0.9580910194416259,1.0940545551887222
executeFuncUnits.funcUnits[0].issueLat,3,1.0982519670254467,1.076437685985256,1.0429011065528337,1.1987373441866742,1.0957154771169617,1.064979892749767,1.044967990919695,1.051111171452403,1.0940835636947397
