Parameter,Value,Instructions,Cycles,IPC,Seconds,Branches
executeFuncUnits.funcUnits[2].opLat,4,54917738.81818182,126410987.63636364,0.4344380171774251,0.10530054545454547,1023897.0
executeFuncUnits.funcUnits[2].opLat,3,54917738.81818182,126410987.63636364,0.4344380171774251,0.10530054545454547,1023897.0
branchPred.indirectBranchPred.indirectTagSize,8,54917738.81818182,126410987.63636364,0.4344380171774251,0.10530054545454547,1023896.7272727273
branchPred.indirectBranchPred.indirectTagSize,32,54917738.81818182,126410895.36363636,0.4344383342923428,0.10530045454545456,1023875.5454545454
branchPred.indirectBranchPred.indirectTagSize,16,54917738.81818182,126410987.63636364,0.4344380171774251,0.10530054545454544,1023897.0
branchPred.indirectBranchPred.indirectSets,1024,54917738.81818182,126410987.63636364,0.4344380171774251,0.10530054545454547,1023897.8181818182
branchPred.indirectBranchPred.indirectSets,512,54917738.81818182,126410987.63636364,0.4344380171774251,0.10530054545454544,1023897.8181818182
branchPred.indirectBranchPred.indirectSets,128,54917738.81818182,126410987.72727273,0.43443801686499683,0.10530054545454544,1023897.1818181818
branchPred.indirectBranchPred.indirectSets,256,54917738.81818182,126410987.72727273,0.43443801686499683,0.10530054545454544,1023897.7272727273
decodeCycleInput,True,54917738.81818182,126410987.63636364,0.4344380171774251,0.10530054545454544,1023897.0
decodeCycleInput,False,54917738.81818182,126410864.36363636,0.4344384408305619,0.10530036363636365,1023897.4545454546
fetch1FetchLimit,2,54917738.81818182,126410987.63636364,0.4344380171774251,0.10530054545454544,1023897.0
fetch1FetchLimit,4,54917738.81818182,126410987.63636364,0.4344380171774251,0.10530054545454547,1023897.0
fetch1FetchLimit,1,54917738.81818182,126410987.63636364,0.4344380171774251,0.10530054545454547,1023897.0
threadPolicy,"""RoundRobin""",54917738.81818182,126562196.18181819,0.4339189779804979,0.1054262727272727,1023893.8181818182
threadPolicy,"""SingleThreaded""",54917738.81818182,126410987.63636364,0.4344380171774251,0.10530054545454544,1023897.0
enableIdling,False,54917738.81818182,126410987.63636364,0.4344380171774251,0.10530054545454544,1023897.0
enableIdling,True,54917738.81818182,128947481.54545455,0.42589229475430335,0.1074132727272727,1023896.9090909091
