Parameter,Value,overall,control,execution,memory,data_dependency,store_intense
executeFuncUnits.funcUnits[1].opLat,1,0.8050760517428127,1.1854599433621202,0.8386128257635898,0.4344380171774251,0.7921259241527755,0.6140256972695535
executeInputBufferSize,3,0.8037845631590848,1.1846231928475643,0.8386116809378032,0.432935960848823,0.7940073638535582,0.6140160716652855
executeInputBufferSize,7,0.8054076381553215,1.1852204244364972,0.8386176076249938,0.4350885908016082,0.7901968763682525,0.6140288737851903
executeInputBufferSize,1,0.7504993237745708,1.062162452264676,0.8193677991884396,0.41329305982440256,0.7806031028384174,0.6009995342528645
executeInputBufferSize,5,0.8052989974291209,1.185310917512272,0.8386162855755043,0.43465500632932874,0.794046656631231,0.6140281625423016
executeInputBufferSize,4,0.8050760517428127,1.1854599433621202,0.8386128257635898,0.4344380171774251,0.7921259241527755,0.6140256972695535
executeInputBufferSize,6,0.8053126195708131,1.1841946819498474,0.838616679377044,0.4350857846389134,0.7940139896975537,0.6140282320622106
executeInputBufferSize,8,0.8053328833322886,1.1842575894545013,0.8386178439066182,0.4350887434102655,0.7940173354627769,0.6140285529235328
executeInputBufferSize,2,0.8014353291887376,1.1841265641226377,0.8386085474502851,0.4300723567941972,0.7939810864890999,0.6140214512713594
branchPred.indirectBranchPred.indirectPathLength,2,0.8050417556897285,1.185337863195101,0.8386128257635898,0.43443801686499683,0.7921259288164428,0.6140256972695535
branchPred.indirectBranchPred.indirectPathLength,3,0.8050760517428127,1.1854599433621202,0.8386128257635898,0.4344380171774251,0.7921259241527755,0.6140256972695535
branchPred.indirectBranchPred.indirectPathLength,4,0.8050546567636926,1.1853837841041592,0.8386128257635898,0.4344380171774251,0.7921259241527755,0.6140256972695535
branchPred.indirectBranchPred.indirectPathLength,5,0.8050643666296625,1.1854183482505727,0.8386128257635898,0.4344380171774251,0.7921259194891082,0.6140256972695535
executeFuncUnits.funcUnits[3].opLat,5,0.8057197177204896,1.185460497744883,0.8442765638154542,0.4346530248149479,0.7921259241527755,0.6140256972695535
executeFuncUnits.funcUnits[3].opLat,8,0.8037921387143998,1.1854599399557761,0.8275101949329275,0.4340087257838483,0.7921253785040709,0.6140256972695535
executeFuncUnits.funcUnits[3].opLat,3,0.8070101033831476,1.185460497744883,0.8558365693663609,0.4350840492545707,0.7921259241527755,0.6140256972695535
executeFuncUnits.funcUnits[3].opLat,2,0.8074911602364897,1.185460497744883,0.8617364063414698,0.4350840492545707,0.7921259241527755,0.6140256972695535
executeFuncUnits.funcUnits[3].opLat,4,0.8063645018316234,1.185460497744883,0.8500173966576658,0.4348685562328887,0.7921259241527755,0.6140256972695535
executeFuncUnits.funcUnits[3].opLat,6,0.8050760517428127,1.1854599433621202,0.8386128257635898,0.4344380171774251,0.7921259241527755,0.6140256972695535
executeFuncUnits.funcUnits[3].opLat,7,0.804433504354355,1.1854599416589482,0.8330245399621699,0.4342231419335673,0.7921259241527755,0.6140256972695535
executeFuncUnits.funcUnits[6].opLat,3,0.6945912384874002,0.9389863632839106,0.7059992199662878,0.40793215902603347,0.7398276560258208,0.5578849602867053
executeFuncUnits.funcUnits[6].opLat,2,0.8050760517428127,1.1854599433621202,0.8386128257635898,0.4344380171774251,0.7921259241527755,0.6140256972695535
executeFuncUnits.funcUnits[6].opLat,1,0.8943459457110785,1.3732519840800912,0.9465677624386474,0.4623520368938257,0.8484777723533169,0.7157668295440566
executeFuncUnits.funcUnits[0].issueLat,1,0.8050760517428127,1.1854599433621202,0.8386128257635898,0.4344380171774251,0.7921259241527755,0.6140256972695535
executeFuncUnits.funcUnits[0].issueLat,2,0.764854134147997,1.0781582980681101,0.8220654136342984,0.42689307874088755,0.7787926159704831,0.5886457520106927
executeFuncUnits.funcUnits[0].issueLat,3,0.7625051252752175,1.071708577336732,0.8386089131163829,0.42534355561628184,0.767350325888646,0.5887935693120805
executeFuncUnits.funcUnits[6].issueLat,1,0.8050760517428127,1.1854599433621202,0.8386128257635898,0.4344380171774251,0.7921259241527755,0.6140256972695535
executeFuncUnits.funcUnits[6].issueLat,3,0.7321717102077385,1.0944173968951867,0.6682580235053467,0.40609251608048247,0.6523207993355374,0.5655829995356836
executeFuncUnits.funcUnits[6].issueLat,2,0.7715155268702416,1.1512266561026971,0.7527642600487406,0.4205721809190383,0.7077864295573126,0.5888271948488727
executeFuncUnits.funcUnits[1].issueLat,3,0.7854244859195882,1.1423846597105527,0.8386099285446804,0.4270907852783799,0.7787845197079938,0.5889852636974742
executeFuncUnits.funcUnits[1].issueLat,1,0.8050760517428127,1.1854599433621202,0.8386128257635898,0.4344380171774251,0.7921259241527755,0.6140256972695535
executeFuncUnits.funcUnits[1].issueLat,2,0.7971267839014078,1.1699593362017875,0.8386116190554173,0.43088541942514286,0.7901789347456042,0.5972040774653118
executeBranchDelay,2,0.8050760517428127,1.1854599433621202,0.8386128257635898,0.4344380171774251,0.7921259241527755,0.6140256972695535
executeBranchDelay,1,0.8057513513472876,1.1867763733612007,0.8386200435824159,0.43445028501955746,0.7979206359076566,0.6140313658221468
executeBranchDelay,4,0.8032395060474256,1.1800768174504754,0.838600286294276,0.4344125032845834,0.786319948777053,0.6140025749373433
executeBranchDelay,3,0.8043538845136281,1.1832872270065424,0.8386048289254626,0.43442559569731176,0.7901690685926216,0.6140137883023373
executeFuncUnits.funcUnits[7].issueLat,2,0.7965622303865395,1.1563112368702468,0.8386087134063976,0.43442314016547434,0.7882805958800376,0.6140214887043363
executeFuncUnits.funcUnits[7].issueLat,1,0.8050760517428127,1.1854599433621202,0.8386128257635898,0.4344380171774251,0.7921259241527755,0.6140256972695535
executeFuncUnits.funcUnits[7].issueLat,3,0.7834426814353793,1.115180106988025,0.8330169657448112,0.43408296137317504,0.7826391272736614,0.6140197614445853
executeFuncUnits.funcUnits[0].opLat,1,0.8050760517428127,1.1854599433621202,0.8386128257635898,0.4344380171774251,0.7921259241527755,0.6140256972695535
executeFuncUnits.funcUnits[0].opLat,3,0.6786571727436373,0.9470073758966826,0.6611845288592478,0.39320379503316777,0.6706398745943724,0.5237558370046785
executeFuncUnits.funcUnits[0].opLat,2,0.7574014525694234,1.0967142097109446,0.739403069975507,0.4192363193589327,0.7823082183019153,0.5804865490975766
executeFuncUnits.funcUnits[2].issueLat,4,0.8050760517428127,1.1854599433621202,0.8386128257635898,0.4344380171774251,0.7921259241527755,0.6140256972695535
executeFuncUnits.funcUnits[2].issueLat,3,0.8050760517428127,1.1854599433621202,0.8386128257635898,0.4344380171774251,0.7921259241527755,0.6140256972695535
executeFuncUnits.funcUnits[2].issueLat,2,0.8050760517428127,1.1854599433621202,0.8386128257635898,0.4344380171774251,0.7921259241527755,0.6140256972695535
branchPred.indirectBranchPred.indirectWays,2,0.8050760517428127,1.1854599433621202,0.8386128257635898,0.4344380171774251,0.7921259241527755,0.6140256972695535
branchPred.indirectBranchPred.indirectWays,1,0.8050760517428127,1.1854599433621202,0.8386128257635898,0.4344380171774251,0.7921259241527755,0.6140256972695535
branchPred.indirectBranchPred.indirectWays,8,0.8050760517428127,1.1854599433621202,0.8386128257635898,0.4344380171774251,0.7921259241527755,0.6140256972695535
branchPred.indirectBranchPred.indirectWays,4,0.8050760517428127,1.1854599433621202,0.8386128257635898,0.4344380171774251,0.7921259241527755,0.6140256972695535
executeFuncUnits.funcUnits[2].opLat,2,0.8079570022577968,1.1854599433621202,0.8737826865876575,0.4344380171774251,0.7921259241527755,0.6140256972695535
executeFuncUnits.funcUnits[2].opLat,4,0.802215589008799,1.1854599433621202,0.8061647701693857,0.4344380171774251,0.7921259241527755,0.6140256972695535
executeFuncUnits.funcUnits[2].opLat,3,0.8050760517428127,1.1854599433621202,0.8386128257635898,0.4344380171774251,0.7921259241527755,0.6140256972695535
branchPred.indirectBranchPred.indirectTagSize,8,0.8050760393032628,1.1854598990796485,0.8386128257635898,0.4344380171774251,0.7921259241527755,0.6140256972695535
branchPred.indirectBranchPred.indirectTagSize,32,0.8050636207574445,1.1854145572677528,0.8386129804700169,0.4344383342923428,0.7921266376945234,0.6140262855107104
branchPred.indirectBranchPred.indirectTagSize,16,0.8050760517428127,1.1854599433621202,0.8386128257635898,0.4344380171774251,0.7921259241527755,0.6140256972695535
