Parameter,Value,dpt,dp1f,dpcvt,dp1d,dptd
executeBranchDelay,2,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
executeBranchDelay,1,0.7154347757845219,0.8619055522622324,0.8322458294898375,0.824075195149908,0.7557365980896141
executeBranchDelay,4,0.6898573439272868,0.8617586846974943,0.8320603400791039,0.8240519465924242,0.726073068184443
executeBranchDelay,3,0.698172414709676,0.8618911986681826,0.8321113312927558,0.8240648357743783,0.7357402689206936
executeFuncUnits.funcUnits[7].issueLat,2,0.6898846527953221,0.8618981789878903,0.83213071634721,0.8240036714374719,0.735837745766584
executeFuncUnits.funcUnits[7].issueLat,1,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
executeFuncUnits.funcUnits[7].issueLat,3,0.6817675864379246,0.8618052382001394,0.8321200443239531,0.824058725297113,0.7170322640153614
executeFuncUnits.funcUnits[0].opLat,1,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
executeFuncUnits.funcUnits[0].opLat,3,0.6511120974338328,0.6848339186492783,0.6748845508508513,0.6659197011001736,0.6818087659764887
executeFuncUnits.funcUnits[0].opLat,2,0.6898473739262627,0.8602533206877931,0.8052573673040079,0.8239303466661189,0.7260916035096612
executeFuncUnits.funcUnits[2].issueLat,4,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
executeFuncUnits.funcUnits[2].issueLat,3,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
executeFuncUnits.funcUnits[2].issueLat,2,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
branchPred.indirectBranchPred.indirectWays,2,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
branchPred.indirectBranchPred.indirectWays,1,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
branchPred.indirectBranchPred.indirectWays,8,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
branchPred.indirectBranchPred.indirectWays,4,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
executeFuncUnits.funcUnits[2].opLat,2,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
executeFuncUnits.funcUnits[2].opLat,4,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
executeFuncUnits.funcUnits[2].opLat,3,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
branchPred.indirectBranchPred.indirectTagSize,8,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
branchPred.indirectBranchPred.indirectTagSize,32,0.6981948899041537,0.8618990553130712,0.8321430435502223,0.8241323753141078,0.7456162743576588
branchPred.indirectBranchPred.indirectTagSize,16,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
branchPred.indirectBranchPred.indirectSets,1024,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105724604287
branchPred.indirectBranchPred.indirectSets,512,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105724604287
branchPred.indirectBranchPred.indirectSets,128,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105724604287
branchPred.indirectBranchPred.indirectSets,256,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105724604287
decodeCycleInput,True,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
decodeCycleInput,False,0.6981961203397886,0.8618998712036345,0.832179216711658,0.8240038941839316,0.7456088329159232
fetch1FetchLimit,2,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
fetch1FetchLimit,4,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
fetch1FetchLimit,1,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
threadPolicy,"""RoundRobin""",0.6981948488897073,0.8618994783672446,0.8321361537807791,0.8241323753141078,0.7456105241396384
threadPolicy,"""SingleThreaded""",0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
enableIdling,False,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
enableIdling,True,0.6981906654414793,0.8603304210008226,0.8321304461660287,0.8212705520154545,0.745604846490379
