Parameter,Value,dpt,dp1f,dpcvt,dp1d,dptd
branchPred.BTBEntries,2048,0.6982008780650483,0.8618991761856498,0.8321457454517354,0.8241323753141078,0.7456168783773043
branchPred.BTBEntries,256,0.6981993400002209,0.8618992064037997,0.8321457454517354,0.8241323753141078,0.7456169025381104
branchPred.BTBEntries,4096,0.6982008780650483,0.8618991761856498,0.8321457454517354,0.8241323753141078,0.7456193427875994
branchPred.BTBEntries,1024,0.6982008780650483,0.8618991761856498,0.8321457454517354,0.8241323753141078,0.7456168783773043
branchPred.BTBEntries,32,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
branchPred.BTBEntries,512,0.6982008985726251,0.8618992064037997,0.8321457454517354,0.8241323753141078,0.7456169025381104
branchPred.BTBEntries,128,0.6981993400002209,0.8618992064037997,0.8321457454517354,0.8241323753141078,0.7456169025381104
branchPred.BTBEntries,16,0.6980647548107582,0.8618994481490756,0.8321390920508537,0.8240038941839316,0.74560880875564
branchPred.BTBEntries,64,0.6981963459201254,0.8618994481490756,0.8321457454517354,0.8241323753141078,0.7456147280718257
executeFuncUnits.funcUnits[7].opLat,1,0.6898852334325584,0.8618987833498933,0.8321430435502223,0.8241299084301968,0.7358485938095763
executeFuncUnits.funcUnits[7].opLat,3,0.6981824627473372,0.8618996596763031,0.8321359511422285,0.8241298765995332,0.7456084946721008
executeFuncUnits.funcUnits[7].opLat,2,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
executeFuncUnits.funcUnits[3].issueLat,7,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
executeFuncUnits.funcUnits[3].issueLat,3,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
executeFuncUnits.funcUnits[3].issueLat,2,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
executeFuncUnits.funcUnits[3].issueLat,8,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
executeFuncUnits.funcUnits[3].issueLat,5,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
executeFuncUnits.funcUnits[3].issueLat,6,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
executeFuncUnits.funcUnits[3].issueLat,4,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
executeFuncUnits.funcUnits[1].opLat,3,0.7066313692021448,0.8378263213134224,0.8052340276006906,0.7824828939159303,0.7262352671827136
executeFuncUnits.funcUnits[1].opLat,2,0.7066566190848326,0.8626607717634172,0.8606920741352201,0.8240037032583873,0.7554682285112767
executeFuncUnits.funcUnits[1].opLat,1,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
executeInputBufferSize,3,0.7066931106641875,0.8618999014218333,0.8321808717681335,0.824006535329705,0.7456080114671726
executeInputBufferSize,7,0.6982004679137651,0.8618992970582623,0.832188775598008,0.8240290334866975,0.7358417460922827
executeInputBufferSize,1,0.6817551310358994,0.8608888697452448,0.8184691038708602,0.8239912137379011,0.7169833567387132
executeInputBufferSize,5,0.706698489131561,0.8618988135680157,0.8321827294924276,0.824135701651925,0.7456078423455956
executeInputBufferSize,4,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
executeInputBufferSize,6,0.7067011363760349,0.8619011403698035,0.8321893160363038,0.8240698006038824,0.7455298613127787
executeInputBufferSize,8,0.7067003800184473,0.8619021677927731,0.8321930991240287,0.8240294949186157,0.7456056437720776
executeInputBufferSize,2,0.7066844758741209,0.861804905873082,0.832176109276467,0.8239760836285233,0.7456080597876372
branchPred.indirectBranchPred.indirectPathLength,2,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105724604287
branchPred.indirectBranchPred.indirectPathLength,3,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
branchPred.indirectBranchPred.indirectPathLength,4,0.6981963459201254,0.8618994179309086,0.8321430435502223,0.8241323753141078,0.7456105724604287
branchPred.indirectBranchPred.indirectPathLength,5,0.6981963254128161,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
executeFuncUnits.funcUnits[3].opLat,5,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
executeFuncUnits.funcUnits[3].opLat,8,0.6981963459201254,0.8618994481490756,0.8321390920508537,0.8241323753141078,0.7456105483000327
executeFuncUnits.funcUnits[3].opLat,3,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
executeFuncUnits.funcUnits[3].opLat,2,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
executeFuncUnits.funcUnits[3].opLat,4,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
executeFuncUnits.funcUnits[3].opLat,6,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
executeFuncUnits.funcUnits[3].opLat,7,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
executeFuncUnits.funcUnits[6].opLat,3,0.6660774949936192,0.7921851829820072,0.7801118964602368,0.7630678694930146,0.6987908493318021
executeFuncUnits.funcUnits[6].opLat,2,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
executeFuncUnits.funcUnits[6].opLat,1,0.7429327154745826,0.9162223529228924,0.9245697010210796,0.8749693429041837,0.7991557564477311
executeFuncUnits.funcUnits[0].issueLat,1,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
executeFuncUnits.funcUnits[0].issueLat,2,0.6817620919266143,0.8610963636441971,0.8053586798274571,0.8239913887476745,0.7169802737260093
executeFuncUnits.funcUnits[0].issueLat,3,0.6738410642489707,0.8378403699866401,0.8052947515990503,0.8026866879361149,0.717044374568055
executeFuncUnits.funcUnits[6].issueLat,1,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
executeFuncUnits.funcUnits[6].issueLat,3,0.6037382790663535,0.670538906368339,0.713449421244632,0.6536630148002068,0.6357591788697755
executeFuncUnits.funcUnits[6].issueLat,2,0.651177414547662,0.7363488271172729,0.7566375846963258,0.713875801368748,0.6905349800166579
executeFuncUnits.funcUnits[1].issueLat,3,0.6898864948202671,0.8385818485521865,0.8321306150292465,0.8040040090921438,0.7358396753300204
executeFuncUnits.funcUnits[1].issueLat,1,0.6981963459201254,0.8618994481490756,0.8321430435502223,0.8241323753141078,0.7456105483000327
executeFuncUnits.funcUnits[1].issueLat,2,0.698192593102572,0.8618991761856498,0.8321360524614915,0.8240010462204129,0.7358380281410889
