Parameter,Value,ml2,mc,mim2,mi,m,mcs,mim,mip,md
executeFuncUnits.funcUnits[7].opLat,3,0.7158259615568879,0.24660199561587,0.3459876367776248,1.1818190208848809,0.5888448327970339,0.22526636232922045,0.28469251579611327,0.5471675314944604,0.427084843053842
executeFuncUnits.funcUnits[7].opLat,2,0.6754196551612782,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
executeFuncUnits.funcUnits[3].issueLat,7,0.5443289519971259,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
executeFuncUnits.funcUnits[3].issueLat,3,0.5443289519971259,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
executeFuncUnits.funcUnits[3].issueLat,2,0.7244546296589681,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
executeFuncUnits.funcUnits[3].issueLat,8,0.7244546296589681,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
executeFuncUnits.funcUnits[3].issueLat,5,0.7244546296589681,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
executeFuncUnits.funcUnits[3].issueLat,6,0.6754196551612782,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
executeFuncUnits.funcUnits[3].issueLat,4,0.5443289519971259,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
executeFuncUnits.funcUnits[1].opLat,3,0.5262497432208034,0.24660135937157296,0.33145370297429977,0.8655913426012095,0.5512456542707144,0.22588603190367126,0.2770639510298693,0.5426678504945077,0.4269892850197263
executeFuncUnits.funcUnits[1].opLat,2,0.5535888972415706,0.24727196370971172,0.34359741306143965,1.0097038663341442,0.5894722506668897,0.22588603949889297,0.2846975398661569,0.5449061464805424,0.42710664606579435
executeFuncUnits.funcUnits[1].opLat,1,0.7244546296589681,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
executeInputBufferSize,3,0.6754194101527717,0.24727160613000515,0.3447681129451156,1.0890430436210141,0.5745312706028483,0.2252663759257137,0.2846824163980098,0.5317382783610463,0.4270807428771768
executeInputBufferSize,7,0.7244559962679994,0.24727229750638027,0.34479431435867247,1.089063000873748,0.5745330954996312,0.2252666735382546,0.2846978722206861,0.5540658428886712,0.4271122586909786
executeInputBufferSize,1,0.6753826322071029,0.24626788468629074,0.3344176969973576,0.9597793641207535,0.549243833490665,0.22403481363794384,0.2787392653410929,0.46603448912320733,0.3977191602644165
executeInputBufferSize,5,0.6754200004008392,0.24727212117633252,0.3447938838611366,1.0890618523423574,0.5745319756752311,0.22526656627679137,0.28469757871275014,0.5494475349428064,0.4271087820983992
executeInputBufferSize,4,0.6754196551612782,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
executeInputBufferSize,6,0.5443294153129933,0.24727222369377153,0.34479458658561024,1.0890612109557518,0.5745330895746228,0.22526665238809884,0.2846980707705153,0.5540658496526775,0.42710152582771366
executeInputBufferSize,8,0.6754205795131532,0.24727216300343735,0.3447949980922625,1.0890602861670922,0.5745335280255681,0.22526692658506917,0.2846981484640021,0.5540664719419652,0.4271124169190418
executeInputBufferSize,2,0.6666321085757119,0.24727152821713289,0.34479314948546813,1.0890478165894995,0.5745307788306981,0.22526626035557348,0.2846970780241386,0.5111346795319341,0.42708118233500325
branchPred.indirectBranchPred.indirectPathLength,2,0.6754196551612782,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.28469754418244453,0.5471680196452419,0.42710900185605216
branchPred.indirectBranchPred.indirectPathLength,3,0.5443289519971259,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
branchPred.indirectBranchPred.indirectPathLength,4,0.5443289519971259,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
branchPred.indirectBranchPred.indirectPathLength,5,0.6754196551612782,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
executeFuncUnits.funcUnits[3].opLat,5,0.5443289519971259,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5494461879736051,0.42710900185605216
executeFuncUnits.funcUnits[3].opLat,8,0.5443289519971259,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5426687913397342,0.42710900185605216
executeFuncUnits.funcUnits[3].opLat,3,0.5443289519971259,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5540639083896421,0.42710900185605216
executeFuncUnits.funcUnits[3].opLat,2,0.5443289519971259,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5540639083896421,0.42710900185605216
executeFuncUnits.funcUnits[3].opLat,4,0.5443289519971259,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5517467364650522,0.42710900185605216
executeFuncUnits.funcUnits[3].opLat,6,0.7244546296589681,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
executeFuncUnits.funcUnits[3].opLat,7,0.6754196551612782,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5449078245632594,0.42710900185605216
executeFuncUnits.funcUnits[6].opLat,3,0.5093019089075684,0.24461337670761144,0.3232719600979603,0.8975231689652222,0.5229575117637231,0.224035315706421,0.2706009502423304,0.5338866721969615,0.35568328515993336
executeFuncUnits.funcUnits[6].opLat,2,0.5443289519971259,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
executeFuncUnits.funcUnits[6].opLat,1,0.7459383948737982,0.24862391366717324,0.3523944617397945,1.364745613549098,0.6393595454151033,0.2327441466395261,0.2873618507377767,0.5494472788518573,0.5343595476637335
executeFuncUnits.funcUnits[0].issueLat,1,0.5443289519971259,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
executeFuncUnits.funcUnits[0].issueLat,2,0.5262497009720568,0.24727160284946215,0.34241982545831573,0.9993061166197618,0.5448469563663156,0.22526628528245643,0.28469247695090166,0.5471670862225477,0.4269893860516611
executeFuncUnits.funcUnits[0].issueLat,3,0.6406381236528343,0.24727160202932644,0.3361057243415327,1.009703622728061,0.53911693802608,0.22464862743218322,0.2787352147759276,0.5471668223580526,0.426953008860537
executeFuncUnits.funcUnits[6].issueLat,1,0.5443289519971259,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
executeFuncUnits.funcUnits[6].issueLat,3,0.6604983656771619,0.2357422668308725,0.32928934541293003,0.8358114160890938,0.5686437351860361,0.20971191645364445,0.2770771147758179,0.547165562408597,0.3824536150709617
executeFuncUnits.funcUnits[6].issueLat,2,0.5264620337337816,0.24136941710507012,0.3411509152839847,0.9791482120038418,0.573439935688621,0.21465244498056713,0.2838257421348884,0.5471667761817921,0.41388062387765956
executeFuncUnits.funcUnits[1].issueLat,3,0.5181083990846456,0.24727161515149879,0.33610582661029026,1.0097038150486433,0.5478036647539712,0.22464883026274007,0.2787352851116013,0.547166871832626,0.4269912661329103
executeFuncUnits.funcUnits[1].issueLat,1,0.6754196551612782,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
executeFuncUnits.funcUnits[1].issueLat,2,0.7075209179858819,0.24727161679177043,0.3372467650504583,1.0889992983307273,0.5567714290177285,0.22464896698576653,0.2787352975237827,0.5471674688265178,0.42706469889118337
executeBranchDelay,2,0.6754196551612782,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
executeBranchDelay,1,0.6754202454097739,0.24727270019594394,0.34481352957141925,1.089110674521553,0.574534766356852,0.2252671554607373,0.2847001944077495,0.5471700151355346,0.42721302095296243
executeBranchDelay,4,0.5443280140674188,0.24727100333169422,0.34475208640391425,1.088934365501962,0.5745276504685398,0.2252657331155233,0.284665719435013,0.5471636922848937,0.42684528405853456
executeBranchDelay,3,0.5443284999824057,0.2472715298574034,0.3447690940811484,1.0889926316960206,0.5745278519150767,0.2252658909851362,0.2846812770237173,0.5471645960115069,0.42697831235764266
executeFuncUnits.funcUnits[7].issueLat,2,0.6754194435630122,0.24727161351122715,0.34478410299356416,1.088995271494633,0.5745314839018739,0.22526607378180652,0.2846974103775894,0.5471668058665301,0.4269088216792949
executeFuncUnits.funcUnits[7].issueLat,1,0.7244546296589681,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
executeFuncUnits.funcUnits[7].issueLat,3,0.5443286129860154,0.24660158042530914,0.3447041422698021,1.0889941529343363,0.5745274667968204,0.2252657225405332,0.28382560056847544,0.5471653711078781,0.42667349093124485
executeFuncUnits.funcUnits[0].opLat,1,0.5443289519971259,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
executeFuncUnits.funcUnits[0].opLat,3,0.5427631033467362,0.2433044241489234,0.31064144341372635,0.7633905881270684,0.5019183225500355,0.2198309289398408,0.26446401085283083,0.5014407937322031,0.4012085690907821
executeFuncUnits.funcUnits[0].opLat,2,0.6680547066829786,0.24593560681012552,0.3315275928343712,0.9059591245447264,0.5482481063793179,0.22526582149226498,0.2778912058261582,0.538246034776857,0.41386435541494065
executeFuncUnits.funcUnits[2].issueLat,4,0.6754196551612782,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
executeFuncUnits.funcUnits[2].issueLat,3,0.6754196551612782,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
executeFuncUnits.funcUnits[2].issueLat,2,0.5443289519971259,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
branchPred.indirectBranchPred.indirectWays,2,0.7244546296589681,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
branchPred.indirectBranchPred.indirectWays,1,0.7244546296589681,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
branchPred.indirectBranchPred.indirectWays,8,0.7244546296589681,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
branchPred.indirectBranchPred.indirectWays,4,0.5443289519971259,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
executeFuncUnits.funcUnits[2].opLat,2,0.6754196551612782,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
executeFuncUnits.funcUnits[2].opLat,4,0.6754196551612782,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
executeFuncUnits.funcUnits[2].opLat,3,0.7244546296589681,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
branchPred.indirectBranchPred.indirectTagSize,8,0.7244546296589681,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
branchPred.indirectBranchPred.indirectTagSize,32,0.7244545976291308,0.24727216300343735,0.3447849259578036,1.08901418296855,0.5745321474998555,0.2252664597707916,0.2846974837544299,0.5471677623764782,0.4271091820574963
branchPred.indirectBranchPred.indirectTagSize,16,0.5443289519971259,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
branchPred.indirectBranchPred.indirectSets,1024,0.7244546296589681,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
branchPred.indirectBranchPred.indirectSets,512,0.6754196551612782,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
branchPred.indirectBranchPred.indirectSets,128,0.6754196551612782,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326807493444,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
branchPred.indirectBranchPred.indirectSets,256,0.6754196551612782,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326807493444,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
decodeCycleInput,True,0.7244546296589681,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
decodeCycleInput,False,0.6754196551612782,0.247272035881888,0.3447943080278185,1.0889974489652676,0.5745326866743442,0.22526647412265804,0.28469767798742546,0.5471674886163929,0.4271090062512075
fetch1FetchLimit,2,0.5443289519971259,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
fetch1FetchLimit,4,0.6754196551612782,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
fetch1FetchLimit,1,0.5443289519971259,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
threadPolicy,"""RoundRobin""",0.5443289406967488,0.24727189809867892,0.3447936622819415,1.0889908420093255,0.5707909942125663,0.22526639707581755,0.28469742764272493,0.5471672577346061,0.42263807834422173
threadPolicy,"""SingleThreaded""",0.5443289519971259,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
enableIdling,False,0.5443289519971259,0.2472720350617494,0.3447849259578036,1.0889974489652676,0.5745326866743442,0.2252664733672966,0.2846975484987323,0.5471680196452419,0.42710900185605216
enableIdling,True,0.5354305996248286,0.24136948430987157,0.33717535324383574,1.0889940783637317,0.5670996391038468,0.21983142673005623,0.27790386428824376,0.5317381101553413,0.42261910022759885
