Parameter,Value,em5,em1,ei,ed1
branchPred.BTBEntries,2048,0.6085321437322508,0.8452646693380531,1.013873986250786,0.7363278466702936
branchPred.BTBEntries,256,0.6085321503443202,0.8452646693380531,1.013873336674623,0.7363260074913698
branchPred.BTBEntries,4096,0.6085321437322508,0.8452646693380531,1.013873986250786,0.7363278466702936
branchPred.BTBEntries,1024,0.6085321437322508,0.8452646693380531,1.013873986250786,0.7363278466702936
branchPred.BTBEntries,32,0.6085295055280693,0.8452576238126535,1.0138721731501703,0.736322909947634
branchPred.BTBEntries,512,0.6085321503443202,0.8452646693380531,1.013873986250786,0.7363278466702936
branchPred.BTBEntries,128,0.6085306229601306,0.8452646693380531,1.013873336674623,0.7363260074913698
branchPred.BTBEntries,16,0.608529049299591,0.8452526887680368,1.0138716020962013,0.736321380545025
branchPred.BTBEntries,64,0.6085301535059244,0.8452604160344758,1.0138727299284096,0.7363245361548457
executeFuncUnits.funcUnits[7].opLat,1,0.6664613924326064,0.8452604809700865,1.0138720803538566,0.7363229293072014
executeFuncUnits.funcUnits[7].opLat,3,0.6085288773875882,0.8452594420015124,1.013870581338834,0.7363194639608519
executeFuncUnits.funcUnits[7].opLat,2,0.6085295055280693,0.8452576238126535,1.0138721731501703,0.736322909947634
executeFuncUnits.funcUnits[3].issueLat,7,0.6085295055280693,0.8452576238126535,1.0138721731501703,0.736322909947634
executeFuncUnits.funcUnits[3].issueLat,3,0.6085295055280693,0.8452576238126535,1.0138721731501703,0.736322909947634
executeFuncUnits.funcUnits[3].issueLat,2,0.6085295055280693,0.8452576238126535,1.0138721731501703,0.736322909947634
executeFuncUnits.funcUnits[3].issueLat,8,0.6085295055280693,0.8452576238126535,1.0138721731501703,0.736322909947634
executeFuncUnits.funcUnits[3].issueLat,5,0.6085295055280693,0.8452576238126535,1.0138721731501703,0.736322909947634
executeFuncUnits.funcUnits[3].issueLat,6,0.6085295055280693,0.8452576238126535,1.0138721731501703,0.736322909947634
executeFuncUnits.funcUnits[3].issueLat,4,0.6085295055280693,0.8452576238126535,1.0138721731501703,0.736322909947634
executeFuncUnits.funcUnits[1].opLat,3,0.60852397793634,0.8452430136504324,1.0138679901947483,0.73630492534926
executeFuncUnits.funcUnits[1].opLat,2,0.6085261069729386,0.8452390527601453,1.0138703600560395,0.7363117202880101
executeFuncUnits.funcUnits[1].opLat,1,0.6085295055280693,0.8452576238126535,1.0138721731501703,0.736322909947634
executeInputBufferSize,3,0.6085283352042157,0.8452526563008289,1.0138721660119918,0.7363214386234891
executeInputBufferSize,7,0.608531720560115,0.8452778840734005,1.0138751426411796,0.736329201860643
executeInputBufferSize,1,0.595582524161371,0.8139705268487523,0.9997902950114228,0.6995267106967928
executeInputBufferSize,5,0.6085321106719065,0.8452746047024958,1.0138727299284096,0.7363274594739672
executeInputBufferSize,4,0.6085295055280693,0.8452576238126535,1.0138721731501703,0.736322909947634
executeInputBufferSize,6,0.6085312312680665,0.845277851604257,1.0138733438128182,0.7363291437809543
executeInputBufferSize,8,0.6085317602324777,0.845280384204947,1.0138745573074408,0.7363308087356641
executeInputBufferSize,2,0.608526516913373,0.8452366827369876,1.0138709667994166,0.7363179732911707
branchPred.indirectBranchPred.indirectPathLength,2,0.6085295055280693,0.8452576238126535,1.0138721731501703,0.736322909947634
branchPred.indirectBranchPred.indirectPathLength,3,0.6085295055280693,0.8452576238126535,1.0138721731501703,0.736322909947634
branchPred.indirectBranchPred.indirectPathLength,4,0.6085295055280693,0.8452576238126535,1.0138721731501703,0.736322909947634
branchPred.indirectBranchPred.indirectPathLength,5,0.6085295055280693,0.8452576238126535,1.0138721731501703,0.736322909947634
executeFuncUnits.funcUnits[3].opLat,5,0.6085295055280693,0.8452604160344758,1.0138721731501703,0.7771896500886313
executeFuncUnits.funcUnits[3].opLat,8,0.6085295055280693,0.8452576238126535,1.0138721731501703,0.6662525032927403
executeFuncUnits.funcUnits[3].opLat,3,0.6085295055280693,0.8452604160344758,1.0138721731501703,0.8742348394334217
executeFuncUnits.funcUnits[3].opLat,2,0.6085295055280693,0.8452604160344758,1.0138721731501703,0.9324541060498587
executeFuncUnits.funcUnits[3].opLat,4,0.6085295055280693,0.8452604160344758,1.0138721731501703,0.8228619372111718
executeFuncUnits.funcUnits[3].opLat,6,0.6085295055280693,0.8452576238126535,1.0138721731501703,0.736322909947634
executeFuncUnits.funcUnits[3].opLat,7,0.6085295055280693,0.8452576238126535,1.0138721731501703,0.6995375441280169
executeFuncUnits.funcUnits[6].opLat,3,0.5712827450834305,0.6869274796352052,0.8088591197604946,0.6083572142152964
executeFuncUnits.funcUnits[6].opLat,2,0.6085295055280693,0.8452576238126535,1.0138721731501703,0.736322909947634
executeFuncUnits.funcUnits[6].opLat,1,0.7177103124407425,1.0984361618400207,1.0585940567348098,0.9324712751316689
executeFuncUnits.funcUnits[0].issueLat,1,0.6085295055280693,0.8452576238126535,1.0138721731501703,0.736322909947634
executeFuncUnits.funcUnits[0].issueLat,2,0.595583993572393,0.7849490468841435,1.0138695962742328,0.6995343989037393
executeFuncUnits.funcUnits[0].issueLat,3,0.6085265764209014,0.8452475265132968,1.013869603412375,0.7363175473866561
executeFuncUnits.funcUnits[6].issueLat,1,0.6085295055280693,0.8452576238126535,1.0138721731501703,0.736322909947634
executeFuncUnits.funcUnits[6].issueLat,3,0.5383342819284008,0.845233825740438,0.6989357879038411,0.736310539392215
